Log 6	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 7	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 8	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 9	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 10	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 11	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude
	-16	-68	14656	14656.16648		4	-28	14768	14768.02709		-12	-60	14652	14652.12776		20	-8	14716	14716.01577		-84	12	14756	14756.24397		-40	-20	14512	14512.06891
	16	-52	14820	14820.09986		-60	-24	14908	14908.14006		-36	20	14660	14660.05784		-56	-48	14824	14824.18349		-16	80	14820	14820.22456		-4	20	14704	14704.01415
	-104	0	14636	14636.3695		-84	24	14680	14680.25994		-88	-84	14856	14856.49811		32	-36	14684	14684.079		24	44	14736	14736.08523		-56	16	14716	14716.11525
	-12	-8	14868	14868.00699		-32	-28	14688	14688.06155		-40	-48	14736	14736.13246		-72	-76	14704	14704.37268		16	12	14600	14600.0137		60	4	14656	14656.12336
	-8	-56	14716	14716.10872		0	32	14788	14788.03462		68	-56	14636	14636.2651		24	124	14644	14644.54465		40	52	14708	14708.14631		84	-56	14708	14708.34647
	-32	-8	14828	14828.03669		-144	72	14748	14748.87874		-4	0	14704	14704.00054		-44	-24	14604	14604.086		-44	68	14780	14780.22192		-68	84	14784	14784.39502
	80	16	14748	14748.22566		-76	-32	14720	14720.23098		-44	36	14728	14728.10972		12	-84	14768	14768.24377		-88	-64	14728	14728.40195		-80	-12	14664	14664.22313
	-8	-48	14780	14780.08011		-60	20	14700	14700.13605		36	-76	14764	14764.2395		64	4	14772	14772.13918		-60	-20	14680	14680.13624		12	-68	14828	14828.16078
	-72	-36	14688	14688.22059		12	-68	14532	14532.16405		-28	20	14656	14656.04039		28	44	14804	14804.09187		-28	-4	14652	14652.0273		-60	20	14796	14796.13517
	-36	-76	14832	14832.2384		-12	-52	14720	14720.09674		-60	16	14724	14724.13094		8	20	14612	14612.01588		20	44	14736	14736.07926		-16	32	14728	14728.04345
	48	56	14664	14664.18549		-44	-20	14612	14612.07993		-8	-36	14660	14660.04638		-16	36	14700	14700.05279		-88	48	14656	14656.34279		96	16	14692	14692.32235
	-68	40	14708	14708.21158		32	-72	14708	14708.21104		-8	40	14712	14712.05655		-24	-16	14820	14820.02807		-4	-16	14828	14828.00917		-160	4	14680	14680.87245
	-12	0	14692	14692.0049		0	20	14796	14796.01352		8	-28	14716	14716.02881		-64	-104	14640	14640.50928		8	132	14768	14768.59208		-44	4	14716	14716.06632
	8	52	14728	14728.09397		-104	-88	14704	14704.63111		-12	-40	14764	14764.05906		40	-24	14620	14620.07442		-104	-36	14744	14744.41074		108	-12	14812	14812.39859
	-76	0	14840	14840.19461		-68	44	14680	14680.22343		4	4	14624	14624.00109		-92	-4	14716	14716.28812		-52	44	14652	14652.15834		108	32	14728	14728.43074
	-4	-4	14752	14752.00108		-4	-4	14712	14712.00109		-36	20	14632	14632.05796		40	76	14488	14488.25455		-48	28	14788	14788.10441		-36	-28	14692	14692.07079
	28	40	14772	14772.08069		-68	-32	14764	14764.19127		-48	-24	14776	14776.09746		64	0	14584	14584.14043		-4	-52	14708	14708.09247		-44	8	14700	14700.06803
	48	-8	14796	14796.08002		-64	-52	14588	14588.23307		-24	44	14704	14704.08542		16	-28	14616	14616.03558		28	-4	14784	14784.02706		36	-52	14648	14648.13654
	84	20	14600	14600.25534		-64	-16	14712	14712.14791		-76	32	14788	14788.22991		-36	-8	14592	14592.0466		-76	-52	14728	14728.28788		52	8	14652	14652.09446
	-16	8	14696	14696.01089		-80	-8	14700	14700.21986		-16	24	14656	14656.02838		-32	-12	14608	14608.03998		-40	-4	14648	14648.05516		96	56	14628	14628.4222
	-64	8	14652	14652.14196		12	12	14848	14848.0097		32	32	14740	14740.06947		-40	-16	14744	14744.06294		8	36	14724	14724.04618		28	-8	14852	14852.02855
	-12	-84	14660	14660.24556		24	64	14744	14744.15844		-48	-4	14780	14780.07848		124	-24	14616	14616.54569		40	-24	14680	14680.07411		-28	4	14836	14836.02696
	-12	-40	14740	14740.05916		-84	-4	14504	14504.24379		28	116	14676	14676.48514		52	0	14672	14672.09215		28	16	14684	14684.03541		4	-8	14640	14640.00273
	0	44	14804	14804.06539		-12	-28	14708	14708.03155		-72	20	14844	14844.18809		-40	12	14608	14608.05969		-108	-36	14544	14544.44554		40	-44	14752	14752.11985
	28	44	14644	14644.09287		0	48	14620	14620.0788		20	112	14688	14688.44063		24	36	14748	14748.06347		-100	12	14612	14612.34711		60	-24	14756	14756.1415
	-72	36	14644	14644.22125		12	-12	14628	14628.00984		48	-124	14792	14792.59761		-124	-12	14640	14640.53005		20	-8	14716	14716.01577		-8	-24	14664	14664.02182
	16	-56	14692	14692.11544		-152	4	14776	14776.78233		-48	-140	14584	14584.75094		-88	-64	14612	14612.40514		-32	-136	14636	14636.66683		-72	-24	14740	14740.19539
	20	-24	14736	14736.03312		-4	16	14744	14744.00922		92	-8	14852	14852.2871		40	-76	14752	14752.25		12	-28	14736	14736.03149		-112	-12	14640	14640.43333
	-8	120	14732	14732.4909		52	8	14680	14680.09428		-60	-4	14884	14884.12147		-108	-48	14776	14776.47265		40	-56	14792	14792.16009		0	-32	14756	14756.0347
	0	-96	14832	14832.31068		-48	16	14756	14756.08674		16	84	14768	14768.24756		52	56	14988	14988.19482		-20	64	14632	14632.15364		16	44	14728	14728.07442
	-68	-24	14776	14776.17596		8	-76	14836	14836.19682		-32	4	14828	14828.03507		4	28	14760	14760.0271		-40	-40	14816	14816.10799		-24	44	14744	14744.08519
	92	24	14836	14836.30466		28	8	14720	14720.0288		-12	16	14744	14744.01356		56	120	14700	14700.59645		76	4	14592	14592.19846		-12	40	14680	14680.0594
	12	92	14764	14764.29152		52	-68	14700	14700.24925		8	-48	14712	14712.08048		-8	60	14848	14848.12338		0	-56	14632	14632.10716		-12	60	14748	14748.12693
	-20	-80	14660	14660.23192		88	-12	14804	14804.26641		-36	-88	14804	14804.30532		68	16	14876	14876.16402		-32	0	14700	14700.03483		-120	-8	14696	14696.4921
	-44	-52	14712	14712.15769		116	24	14768	14768.47507		16	0	14700	14700.00871		-76	-32	14752	14752.23048		0	-8	14768	14768.00217		4	48	14628	14628.0793
	8	4	14764	14764.00271		-112	16	14884	14884.42999		-20	-36	14632	14632.05796		32	36	14760	14760.07859		80	-48	14560	14560.2989		-8	4	14636	14636.00273
	4	-4	14792	14792.00108		20	-108	14824	14824.4069		28	12	14552	14552.03189		40	-56	14716	14716.16091		104	-32	14724	14724.40206		16	40	14704	14704.06311
	52	12	14612	14612.09745		-96	40	14668	14668.36869		0	-24	14676	14676.01962		-28	-60	14724	14724.14887		-24	-64	14588	14588.16013		4	-52	14804	14804.09187
	16	-72	14752	14752.18438		16	-148	14716	14716.7529		-12	80	14724	14724.22222		-92	-4	14640	14640.28961		16	0	14760	14760.00867		44	-168	14660	14661.02861
	76	-12	14748	14748.2007		12	20	14760	14760.01843		-24	64	14800	14800.15784		-40	48	14720	14720.13261		40	4	14776	14776.05468		80	56	14504	14504.32873
	-4	-12	14716	14716.00544		-56	-80	14704	14704.32426		-164	0	14640	14640.91855		-48	64	14716	14716.21745		-48	44	14776	14776.14348		-4	16	14660	14660.00928
	12	-40	14800	14800.05892		32	48	14740	14740.11289		52	-40	14652	14652.14687		-8	40	14836	14836.05608		-16	68	14724	14724.16571		-88	20	14692	14692.27716
	-108	-84	14676	14676.63776		24	80	14672	14672.23773		0	16	14708	14708.0087		4	28	14728	14728.02716		-16	-52	14688	14688.10076		-44	-8	14652	14652.06825
	52	56	14932	14932.19555		24	40	14716	14716.07393		48	76	14668	14668.27543		-12	-104	14600	14600.37534		16	36	14780	14780.0525		52	8	14768	14768.09372
	-60	48	14684	14684.20103		-36	92	14812	14812.32946		-8	-40	14740	14740.05644		-44	-28	14716	14716.09242		-60	44	14760	14760.18753		0	44	14688	14688.0659
	32	0	14704	14704.03482		-36	-16	14812	14812.05239		-44	-36	14640	14640.11038		-84	52	14656	14656.33297		-48	8	14700	14700.08054		0	48	14816	14816.07775
	-20	8	14792	14792.01568		20	48	14696	14696.092		16	-64	14672	14672.14831		72	-24	14676	14676.19624		44	16	14844	14844.07383		44	8	14684	14684.0681
	12	16	14720	14720.01359		-84	32	14672	14672.27535		56	-44	14784	14784.17154		20	-8	14764	14764.01571		60	48	14816	14816.19924		32	-12	14696	14696.03974
	-32	84	14700	14700.27483		-100	-76	14728	14728.53557		-44	20	14764	14764.07911		-44	-40	14812	14812.11936		4	-56	14608	14608.10789		28	0	14676	14676.02671
	8	68	14680	14680.15967		-36	16	14716	14716.05273		-12	12	14652	14652.00983		-68	52	14788	14788.24777		-4	-136	14540	14540.63657		44	4	14908	14908.06547
	-40	-8	14584	14584.05705		-60	-60	14804	14804.24318		-72	20	14644	14644.19066		64	32	14864	14864.17223		56	28	14728	14728.13308		40	-84	14688	14688.29466
	-36	4	14712	14712.04459		-24	56	14736	14736.12595		40	-36	14816	14816.09773		72	-16	14592	14592.1864		12	72	14744	14744.18068		-52	28	14668	14668.1189
	-8	-72	14764	14764.17773		68	20	14672	14672.17121		20	32	14664	14664.04855		96	32	14668	14668.34906		-24	-52	14552	14552.1127		-48	-36	14608	14608.12322
	-48	-96	14760	14760.39024		-28	0	14812	14812.02647		68	0	14684	14684.15745		-28	-68	14704	14704.18389		-16	-64	14696	14696.14807		-16	-8	14820	14820.0108
	20	-12	14716	14716.01848		36	-36	14616	14616.08867		-120	48	14660	14660.5697		12	-32	14736	14736.03963		40	-64	14676	14676.19406		-12	56	14604	14604.1123
	-84	-68	14680	14680.39781		20	-32	14704	14704.04842		-4	16	14824	14824.00917		0	-64	14804	14804.13834		-76	-52	14708	14708.28828		8	-56	14692	14692.1089
	-4	-12	14684	14684.00545		-24	56	14760	14760.12574		-48	76	14648	14648.2758		4	0	14656	14656.00055		-44	-4	14768	14768.06609		-60	44	14692	14692.1884
	-20	36	14872	14872.05702		40	-64	14764	14764.1929		-88	-12	14636	14636.26947		88	64	14744	14744.40151		68	8	14780	14780.15859		-48	84	14628	14628.31993
	32	-36	14816	14816.07829		16	-36	14768	14768.05255		76	-28	14552	14552.2254		-28	-8	14788	14788.02867		32	52	14636	14636.12736		-20	-72	14632	14632.19081
	8	80	14588	14588.22155		-56	-4	14740	14740.10692		44	-80	14740	14740.28277		60	20	14808	14808.13506		-24	40	14684	14684.07409		-68	-32	14724	14724.19179
	36	-72	14700	14700.22041		0	0	14664	14664		128	76	14692	14692.75413		-44	44	14844	14844.13042		-28	-32	14672	14672.06161		152	-44	14620	14620.85634
	-52	24	14784	14784.11093		36	8	14700	14700.04626		88	8	14828	14828.26328		68	12	14732	14732.16182		-16	-8	14644	14644.01093		-32	16	14760	14760.04336
	-44	-36	14684	14684.11005		112	4	14664	14664.42825		8	-8	14820	14820.00432		8	-112	14604	14604.43166		40	-72	14576	14576.23271		44	76	14648	14648.26324
	-56	-80	14704	14704.32426		32	44	14712	14712.1006		64	40	14680	14680.194		-140	-64	14672	14672.8075		12	0	14656	14656.00491		-68	4	14784	14784.15693
	4	-32	14660	14660.03547		-44	-48	14592	14592.14528		-76	-40	14772	14772.24966		-48	-96	14768	14768.39003		104	-56	14728	14728.47365		12	16	14728	14728.01358
	-28	20	14844	14844.03988		44	20	14644	14644.07976		8	32	14656	14656.03712		8	-84	14612	14612.24363		8	-16	14632	14632.01093		28	16	14744	14744.03527
	-44	-40	14740	14740.11995		16	-56	14860	14860.11413		-32	4	14736	14736.03529		40	48	14632	14632.13341		32	16	14752	14752.04338		64	-60	14780	14780.26035
	-24	20	14788	14788.033		-100	-100	14740	14740.67841		-44	-8	14636	14636.06832		-20	68	14664	14664.1713		-24	-72	14648	14648.19661		8	128	14636	14636.56189
	-92	-32	14776	14776.32106		72	-20	14772	14772.18901		4	8	14684	14684.00272		-8	-44	14624	14624.06838		56	-12	14704	14704.11153		-28	0	14740	14740.02659
	-12	20	14716	14716.01848		-40	-32	14676	14676.0894		4	-40	14732	14732.05485		-88	-28	14752	14752.28904		-48	8	14740	14740.08033		-60	-8	14788	14788.12388
	-56	-12	14696	14696.11159		60	-20	14712	14712.13594		-8	0	14780	14780.00217		108	-64	14772	14772.53343		-48	-8	14684	14684.08063		-92	56	14748	14748.39327
	48	8	14712	14712.08048		-16	-64	14656	14656.14847		76	8	14784	14784.19751		16	-24	14904	14904.02791		16	-108	14692	14692.40566		28	-44	14744	14744.09224
	40	4	14624	14624.05525		0	-48	14696	14696.07839		32	-36	14580	14580.07956		-80	-68	14764	14764.37334		32	16	14692	14692.04356		-8	0	14636	14636.00219
	-44	-24	14660	14660.08568		-28	20	14796	14796.04001		52	-60	14704	14704.21436		-68	20	14832	14832.16936		16	20	14776	14776.0222		-4	-32	14628	14628.03555
	64	-4	14692	14692.13994		16	60	14736	14736.13084		-40	-12	14624	14624.05963		32	4	14656	14656.03548		56	8	14692	14692.1089		-8	28	14616	14616.02901
	24	-60	14704	14704.142		-60	-12	14768	14768.12676		-28	-28	14928	14928.05252		-4	64	14700	14700.13986		20	-60	14784	14784.13528		-56	80	14700	14700.32435
	12	12	14844	14844.0097		20	52	14720	14720.10543		52	8	14740	14740.09389		-36	-12	14656	14656.04913		-60	16	14712	14712.13105		-24	-60	14720	14720.14185
	-32	48	14736	14736.11292		-56	-140	14760	14760.77017		0	-24	14688	14688.01961		-16	-16	14648	14648.01748		8	-72	14596	14596.17977		-28	44	14704	14704.09249
	-12	-52	14708	14708.09682		-20	-88	14612	14612.27867		-44	-32	14716	14716.10057		-52	28	14716	14716.11851		-68	84	14660	14660.39836		0	-40	14776	14776.05414
	-12	32	14708	14708.03971		-24	-44	14824	14824.08473		-20	-8	14700	14700.01578		-152	-20	14696	14696.79965		24	-8	14544	14544.022		-20	-64	14696	14696.15297
	-104	-64	14644	14644.50914		24	44	14784	14784.08496		20	24	14820	14820.03293		-28	28	14628	14628.0536		12	-4	14728	14728.00543		-8	16	14772	14772.01083
	0	28	14728	14728.02662		-8	-16	14752	14752.01085		56	28	14656	14656.13373		4	76	14624	14624.19803		-108	-52	14780	14780.48605		-24	-24	14684	14684.03923
	24	-12	14728	14728.02444		112	56	14620	14620.53624		0	-44	14752	14752.06562		-44	100	14868	14868.40139		128	28	14768	14768.58125		48	-88	14804	14804.33936
	-40	40	14660	14660.10914		-36	28	14800	14800.07027		20	-64	14752	14752.15239		108	16	14616	14616.40777		0	-36	14796	14796.0438		-4	28	14792	14792.02704
	40	-8	14760	14760.05637		40	32	14764	14764.08886		-24	-60	14820	14820.14089		-32	-32	14848	14848.06897		4	100	14716	14716.34031		20	16	14936	14936.02196
	-4	76	14724	14724.19668		24	-8	14708	14708.02176		156	28	14812	14812.84794		16	-44	14788	14788.07411		-148	20	14596	14596.76402		-40	-12	14744	14744.05914
	60	-68	14808	14808.27769		4	-20	14660	14660.01419		-28	-36	14716	14716.07067		-60	-88	14820	14820.38272		16	8	14684	14684.0109		-108	16	14508	14508.4108
	124	8	14820	14820.52091		28	-36	14692	14692.07079		96	68	14624	14624.47319		-32	-20	14656	14656.04858		16	28	14736	14736.03529		20	76	14772	14772.20904
	-76	56	14576	14576.3057		4	-92	14696	14696.28851		-44	40	14788	14788.11956		20	20	14636	14636.02733		44	24	14620	14620.08591		-100	0	14704	14704.34004
	76	-76	14760	14760.39132		0	16	14748	14748.00868		-120	-32	14676	14676.52547		20	-80	14784	14784.22998		52	88	14740	14740.35441		8	92	14772	14772.28865
	-52	0	14772	14772.09152		140	64	14836	14836.79858		-16	-36	14600	14600.05315		60	-76	14744	14744.31796		-56	12	14640	14640.11202		20	36	14664	14664.05783
	32	-32	14776	14776.0693		-20	-68	14696	14696.17093		-8	48	14692	14692.08059		24	-8	14744	14744.0217		0	-4	14608	14608.00055		0	-52	14788	14788.09143
	-24	-36	14868	14868.06295		-24	60	14636	14636.14266		-68	4	14744	14744.15735		64	-32	14768	14768.17335		20	-20	14756	14756.02711		-56	40	14848	14848.15948
	20	-100	14720	14720.35326		4	4	14812	14812.00108		16	-4	14692	14692.00926		32	48	14920	14920.11153		-60	4	14700	14700.12299		88	32	14868	14868.29486
	0	-40	14688	14688.05447		-44	-92	14676	14676.35432		4	-32	14628	14628.03555		12	0	14620	14620.00492		112	-56	14840	14840.52829		-24	24	14656	14656.0393
	-28	56	14800	14800.13243		-56	60	14680	14680.22943		8	16	14688	14688.01089		80	20	14596	14596.23294		-44	-52	14652	14652.15834		-48	-16	14764	14764.0867
	-48	64	14776	14776.21657		32	-32	14680	14680.06975		96	-68	14780	14780.46819		-24	4	14624	14624.02024		-32	16	14696	14696.04355		64	4	14696	14696.1399
	16	-72	14816	14816.18358		4	88	14608	14608.26561		8	16	14568	14568.01098		52	20	14704	14704.10555		8	56	14936	14936.10712		-8	-88	14740	14740.26486
	48	8	14784	14784.08009		12	28	14744	14744.03147		-36	36	14796	14796.08759		60	28	14576	14576.15038		-12	-20	14624	14624.0186		8	64	14704	14704.14146
	-12	-32	14716	14716.03968		-72	-36	14660	14660.22101		20	4	14788	14788.01407		-60	-96	14632	14632.43794		56	120	14748	14748.59451		24	-12	14860	14860.02423
	84	8	14644	14644.2431		-128	-32	14844	14844.58635		-24	16	14636	14636.02842		12	60	14728	14728.1271		-16	-16	14684	14684.01743		-72	-68	14724	14724.33306
	-24	-28	14596	14596.04659		124	-20	14684	14684.53717		-44	88	14652	14652.33033		-32	44	14796	14796.10003		76	-48	14808	14808.27282		0	32	14764	14764.03468
	-4	-60	14772	14772.12239		24	-20	14812	14812.03295		64	-12	14696	14696.14426		-28	-80	14620	14620.24569		-40	8	14868	14868.05596		-72	8	14712	14712.17836
	-12	60	14660	14660.12769		-40	-48	14704	14704.13275		52	-36	14800	14800.13513		-44	-64	14652	14652.20584		-88	-32	14724	14724.29774		32	20	14696	14696.04845
	80	12	14852	14852.22031		0	-124	14664	14664.52427		52	0	14724	14724.09182		-112	28	14808	14808.45002		-12	48	14740	14740.08304		-160	-20	14712	14712.88361
	4	32	14708	14708.03535		-52	40	14720	14720.14619		-32	24	14740	14740.05427		56	44	14764	14764.17177		-92	-60	14720	14720.40978		-20	36	14784	14784.05736
	140	28	14620	14620.69711		12	-4	14640	14640.00546		-112	-36	14764	14764.4687		-112	-20	14604	14604.44316		28	-8	14728	14728.02879		-68	-72	14580	14580.33635
	-64	44	14676	14676.2055		0	-24	14736	14736.01954		-48	72	14768	14768.25352		-32	-36	14884	14884.07794		4	120	14780	14780.48768		-40	32	14584	14584.08996
	24	-72	14576	14576.19758		44	-20	14840	14840.07871		-44	4	14648	14648.06663		-68	-32	14748	14748.19148		-68	140	14644	14644.82707		-60	-40	14672	14672.17721
	12	-52	14792	14792.09627		-76	44	14800	14800.26054		-72	-32	14756	14756.21035		24	40	14948	14948.07279		-56	76	14744	14744.30222		72	64	14596	14596.31789
	28	16	14700	14700.03537		96	-44	14720	14720.3788		-16	-24	14604	14604.02849		56	72	14764	14764.28176		68	16	14824	14824.1646		56	-108	14788	14788.5004
	-40	88	14772	14772.31627		52	-20	14672	14672.10578		-8	-40	14716	14716.05654		-76	-8	14776	14776.19762		-12	-16	14680	14680.01362		20	-12	14748	14748.01844
	32	16	14728	14728.04345		56	20	14692	14692.12034		16	32	14608	14608.04381		-12	0	14656	14656.00491		68	-68	14708	14708.31438		0	-36	14720	14720.04402
	0	-108	14808	14808.39384		-164	-48	14712	14712.99235		120	32	14852	14852.51925		68	44	14660	14660.22374		-24	36	14672	14672.06379		0	-32	14684	14684.03487
	-100	-60	14788	14788.45983		72	-52	14724	14724.26786		36	56	14744	14744.1503		-12	16	14792	14792.01352		-40	124	14756	14756.57521		8	8	14760	14760.00434
	-100	112	14588	14588.77267		-44	-44	14612	14612.13249		80	-8	14712	14712.21968		96	24	14596	14596.33543		-64	-76	14584	14584.33845		24	44	14692	14692.08549
	8	20	14692	14692.01579		-16	20	14656	14656.02238		48	8	14660	14660.08076		-16	72	14740	14740.18453		8	-44	14628	14628.06836		-56	-60	14632	14632.23018
	76	92	14760	14760.48238		-12	68	14648	14648.16275		16	92	14736	14736.29587		-20	-60	14840	14840.13477		-24	80	14760	14760.23631		8	76	14792	14792.1974
	0	32	14800	14800.03459		12	40	14804	14804.0589		0	60	14852	14852.1212		36	-24	14828	14828.06312		-76	-36	14580	14580.24252		-88	-36	14596	14596.30967
	-56	-8	14612	14612.1095		-36	-28	14728	14728.07061		-28	0	14728	14728.02662		-40	60	14860	14860.17497		28	64	14572	14572.16744		-20	-48	14780	14780.09147
	-32	-40	14576	14576.09001		-48	36	14752	14752.12202		-8	-20	14612	14612.01588		-52	-100	14652	14652.43352		-40	-84	14604	14604.29635		-8	-44	14752	14752.06779
	64	-28	14736	14736.16558		-96	-84	14584	14584.55786		0	-24	14756	14756.01952		28	60	14668	14668.14944		12	20	14732	14732.01846		28	-8	14684	14684.02887
	-60	0	14824	14824.12142		20	4	14852	14852.014		0	-12	14864	14864.00484		76	24	14780	14780.21488		-88	-12	14616	14616.26984		64	-36	14668	14668.1838
	40	12	14636	14636.05958		88	-120	14876	14876.74427		32	60	14772	14772.15651		12	-4	14668	14668.00545		16	-44	14808	14808.07401		-76	36	14752	14752.23969
	64	20	14740	14740.15251		24	24	14732	14732.0391		96	44	14844	14844.37564		12	-8	14736	14736.00706		-56	48	14728	14728.18468		8	-48	14692	14692.08059
	-8	52	14664	14664.09438		44	-8	14796	14796.06759		-48	28	14744	14744.10472		8	92	14796	14796.28818		-96	-52	14724	14724.40478		-16	-12	14572	14572.01372
	-12	76	14692	14692.20147		-8	16	14772	14772.01083		48	-52	14676	14676.17062		-36	12	14824	14824.04857		52	8	14672	14672.09433		-24	-40	14872	14872.07316
	88	32	14768	14768.29686		-72	-72	14680	14680.35313		-52	-64	14752	14752.23048		-116	-40	14892	14892.5055		-4	104	14816	14816.36555		52	32	14800	14800.12595
	-8	56	14756	14756.10843		-16	44	14632	14632.0749		-16	52	14652	14652.10101		-16	-52	14708	14708.10063		52	-20	14708	14708.10552		-60	28	14776	14776.14835
	-36	-52	14768	14768.13543		60	-60	14664	14664.2455		-40	-52	14844	14844.14497		-56	32	14756	14756.14096		4	40	14800	14800.05459		-8	-4	14640	14640.00273
	-64	36	14692	14692.1835		-96	12	14808	14808.31604		52	-20	14680	14680.10572		-12	-32	14780	14780.03951		140	56	14860	14860.76499		-36	68	14656	14656.20196
	-20	-24	14720	14720.03315		16	48	14632	14632.08748		-104	-96	14772	14772.67802		140	-56	14796	14796.7683		-64	-4	14796	14796.13896		-52	-40	14756	14756.14584
	64	72	14788	14788.31376		-48	-92	14608	14608.36856		-76	124	14680	14680.72042		0	20	14676	14676.01363		-12	72	14720	14720.18098		144	40	14744	14744.75744
	16	36	14648	14648.05298		20	-4	14788	14788.01407		12	60	14736	14736.12704		-76	-60	14656	14656.31987		-44	-56	14784	14784.17154		28	-12	14824	14824.0313
	-12	44	14820	14820.07018		-24	56	14880	14880.12473		-32	-72	14596	14596.21266		-44	-16	14712	14712.0745		64	-88	14656	14656.40392		-80	-12	14728	14728.22216
	-4	52	14732	14732.09232		-64	0	14720	14720.13913		24	-80	14684	14684.23754		52	20	14724	14724.10541		96	0	14616	14616.31527		52	20	14772	14772.10506
	0	-84	14652	14652.24078		-32	-64	14560	14560.17582		56	-16	14836	14836.11432		-12	-16	14724	14724.01358		0	16	14820	14820.00864		64	12	14748	14748.14375
	32	-48	14708	14708.11314		-40	92	14772	14772.34064		8	40	14652	14652.05678		-8	-108	14856	14856.39472		68	-12	14832	14832.16073		-28	24	14556	14556.04672
	32	60	14668	14668.15762		124	-32	14708	14708.55751		20	12	14664	14664.01855		52	32	14688	14688.12691		-52	-24	14740	14740.11126		4	-56	14688	14688.1073
