Log 0	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 1	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 2	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 3	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 4	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 5	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)
									-93	-34	10												
									-89	-28	10												
									-93	-37	5												
									-97	-37	4												
									-93	-36	1												
									-91	-33	4												
									-95	-28	8												
									-92	-34	9												
									-88	-33	13												
									-95	-32	11												
									-92	-29	8												
									-93	-36	10												
									-94	-35	6												
									-92	-33	6												
									-92	-37	7												
									-90	-26	9												
